,Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
108,Hyundai,2017.0,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.5 L / 100 km,59804,Black / Black,"North Wollongong, NSW",6 cyl,SUV, 4 Doors, 7 Seats,31990
109,Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8 L / 100 km,147103,White / -,"Cannington, WA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,31888
110,Jeep,2022.0,Grand,Adelaide City Jeep,2022 Jeep Grand Cherokee L Night Eagle 7 Seat (4X4),NEW,Automatic,"6 cyl, 3.6 L",4WD,-,10.6 L / 100 km,-,Black / -,"Thebarton, SA",6 cyl,SUV, 4 Doors, 7 Seats,89990
111,Mercedes-Benz,2022.0,GLC,SUV,2022 Mercedes-Benz GLC 300 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.2 L / 100 km,22504,Black / Black,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,97900
112,Mazda,2019.0,CX-3,SUV,2019 Mazda CX-3 Akari LE (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,38179,White / -,"Stanmore, NSW",4 cyl,SUV, 4 Doors, 5 Seats,35990
113,Volkswagen,2018.0,Golf,Hatchback,2018 Volkswagen Golf 110 TSI Trendline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,66039,Blue / Grey,"Moorooka, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,23990
114,Toyota,2010.0,Land,4x4 Mega Centre,2010 Toyota Land Cruiser Prado GXL,USED,Automatic,-,Other,Diesel,-,285415,Silver / -,"Lawnton, QLD",-,Wagon,,,27999
115,Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,55490,Black / Beige,"SOUTH MELBOURNE, VIC",4 cyl,SUV, 5 Doors, 5 Seats,55880
116,Hyundai,2016.0,Tucson,SUV,2016 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,172888,- / Black,"Rockingham, WA",4 cyl,SUV, 4 Doors, 5 Seats,19888
117,Volvo,2015.0,XC60,SUV,2015 Volvo XC60 D5 R-Design,USED,Automatic,"5 cyl, 2.4 L",AWD,Diesel,6.9 L / 100 km,93593,Black / -,"Rozelle, NSW",5 cyl,SUV, 4 Doors, 5 Seats,28800
118,Subaru,2022.0,Outback,SUV,2022 Subaru Outback AWD Touring,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,10962,Blue / Black,"Taylors Beach, NSW",4 cyl,SUV, 4 Doors, 5 Seats,51990
119,Nissan,2018.0,Pathfinder,SUV,2018 Nissan Pathfinder TI (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Premium,10.1 L / 100 km,59695,White / Black,"Hoppers Crossing, VIC",6 cyl,SUV, 4 Doors, 7 Seats,41990
120,Ford,2015.0,Kuga,SUV,2015 Ford Kuga Titanium (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Premium,8 L / 100 km,138852,Grey / Cloth,"Kunda Park, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21990
121,Toyota,1999.0,Landcruiser,SUV,1999 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.5 L",4WD,Unleaded,0 L / 100 km,473640,Black / -,"Braybrook, VIC",6 cyl,SUV, 4 Doors, 6 Seats,13988
122,Hyundai,2020.0,Iload,Commercial,2020 Hyundai Iload 3S Twin Swing,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,259294,White / -,"Sylvania, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,25500
123,GWM,2023.0,UTE,Dominelli GWM,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,30,White / Black,"Kirrawee, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43490
124,Hyundai,2016.0,Santa,SUV,2016 Hyundai Santa FE Active Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,113985,Red / Grey,"Mayfield West, NSW",4 cyl,SUV, 4 Doors, 7 Seats,25990
125,Mazda,2020.0,CX-5,SUV,2020 Mazda CX-5 GT (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,46220,Grey / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,40898
126,Mazda,2022.0,CX-5,SUV,2022 Mazda CX-5 Akera Turbo (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.2 L / 100 km,11342,Grey / Brown,"Brighton, VIC",4 cyl,SUV, 4 Doors, 5 Seats,56990
127,Mazda,2012.0,BT-50,Ute / Tray,2012 Mazda BT-50 XTR (4X2),USED,Manual,"5 cyl, 3.2 L",Rear,Diesel,8.4 L / 100 km,180950,White / -,"Smithfield, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,19999
128,Mitsubishi,2013.0,Outlander,SUV,2013 Mitsubishi Outlander ES (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,141211,Blue / Black,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14984
129,Skoda,2023.0,Kodiaq,Alto Skoda Artarmon New Cars,2023 Skoda Kodiaq RS (4X4) 180TSI,DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,7.5 L / 100 km,1502,Silver / Sportline,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 7 Seats,70990
130,Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux Workmate,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,7.7 L / 100 km,130234,White / -,"Essendon Fields, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,26980
131,Toyota,2022.0,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,25252,White / -,"Busselton, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
132,Volkswagen,2017.0,Polo,Hatchback,2017 Volkswagen Polo GTI,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.7 L / 100 km,97244,Silver / -,"Pakenham, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,24888
133,Nissan,2011.0,Navara,Ute / Tray,2011 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,176211,White / -,"Rocklea, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,14999
134,Isuzu,2011.0,D-MAX,Ute / Tray,2011 Isuzu D-MAX LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9 L / 100 km,225223,Blue / -,"Coopers Plains, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22499
135,Kia,2011.0,Cerato,Sedan,2011 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,276650,Brown / -,"Hamilton, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,6990
136,Holden,2015.0,UTE,Ute / Tray,2015 Holden UTE,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.9 L / 100 km,197307,White / -,"Braybrook, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,18799
137,Isuzu,2019.0,D-MAX,Ute / Tray,2019 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5 L / 100 km,82000,White / -,"Pakenham, VIC",4 cyl,Ute / Tray, 2 Doors, 4 Seats,35990
138,Toyota,2015.0,Corolla,Hatchback,2015 Toyota Corolla Ascent Sport,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,97000,White / Cloth,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
139,Mazda,2011.0,BT-50,Ute / Tray,2011 Mazda BT-50 XT (4X2),USED,Manual,"5 cyl, 3.2 L",Rear,Diesel,8.4 L / 100 km,182676,White / Grey,"Minchinbury, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,16995
140,Audi,2016.0,Q3,SUV,2016 Audi Q3 2.0 TDI Quattro (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.2 L / 100 km,160934,White / Black,"Cabramatta, NSW",4 cyl,SUV, 4 Doors, 5 Seats,17990
141,Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,10581,Brown / Grey,"Geelong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
142,Honda,2010.0,Accord,Sedan,2010 Honda Accord Euro Euro,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,8.9 L / 100 km,191701,Red / Black  Cloth,"Granville, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10499
143,Suzuki,2022.0,Carry,Japanese Direct Motors,2022 Suzuki Carry,USED,Automatic,-,Other,Unleaded,-,17,White / -,"Smithfield, NSW",-,Ute / Tray, 2 Seats,,23990
144,Holden,2007.0,Commodore,Sedan,2007 Holden Commodore Omega,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,119275,Red / -,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,11995
145,Toyota,2022.0,Landcruiser,SUV,2022 Toyota Landcruiser Prado VX,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,13578,Silver / Black,"Moruya, NSW",4 cyl,SUV, 4 Doors, 7 Seats,92990
146,Land,2018.0,Rover,SUV,2018 Land Rover Range Rover Sport TDV6 SE,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.9 L / 100 km,70855,Blue / -,"Campbelltown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,84500
147,Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,23131,White / -,"South Morang, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,41990
148,Volkswagen,2023.0,Tiguan,Melville Volkswagen,2023 Volkswagen Tiguan Allspace 110TSI Life,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.7 L / 100 km,850,White / Titanium Black/Titanium Black/Black/Storm Gray,"Myaree, WA",4 cyl,SUV, 4 Doors, 7 Seats,52888
149,Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,23657,Blue / Black,"Revesby, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,25990
150,Mercedes-Benz,2016.0,E220,Sedan,2016 Mercedes-Benz E220 D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,4.1 L / 100 km,126851,Black / Grey,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,42490
151,Holden,2014.0,UTE,Ute / Tray,2014 Holden UTE,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.9 L / 100 km,209054,White / -,"Nowra, NSW",6 cyl,Ute / Tray, 2 Doors, 2 Seats,17999
152,Kia,2015.0,Carnival,Wagon,2015 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,173700,Grey / Grey,"New Lambton, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,27990
153,Mercedes-Benz,2017.0,GLC250,SUV,2017 Mercedes-Benz GLC250,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.4 L / 100 km,66000,White / Black,"Prospect, SA",4 cyl,SUV, 4 Doors, 5 Seats,49990
154,Mazda,2013.0,3,Hatchback,2013 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,135743,Red / Cloth,"Belconnen, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,10750
155,Hyundai,2019.0,Kona,SUV,2019 Hyundai Kona Iron MAN Edition,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,74015,Grey / Black,"Mornington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,31990
156,Ford,2017.0,Mustang,Coupe,2017 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.6 L / 100 km,57694,Red / -,"Coffs Harbour, NSW",8 cyl,Coupe, 2 Doors, 4 Seats,49995
157,Honda,2020.0,Odyssey,Wagon,2020 Honda Odyssey VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.8 L / 100 km,24946,Silver / Black,"SOUTH MORANG, VIC",4 cyl,Wagon, 4 Doors, 7 Seats,49800
158,Kia,2021.0,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,4758,Grey / Black,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20444
159,Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,131039,White / Grey,"Kenwick, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,57875
160,Nissan,2011.0,X-Trail,SUV,2011 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4 L / 100 km,144803,Black / Black,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,14888
161,BMW,2009.0,320D,Coupe,2009 BMW 320D Executive Touring,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.4 L / 100 km,154973,Silver / -,"Thornleigh, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,14990
162,Mazda,2014.0,3,Sedan,2014 Mazda 3 SP25 Astina,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6 L / 100 km,113960,Red / Black,"Albion Park Rail, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,20990
163,Toyota,2017.0,RAV4,SUV,2017 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,139584,White / Cloth,"Devonport, TAS",4 cyl,SUV, 4 Doors, 5 Seats,26990
164,Toyota,2009.0,Crown,"03 **** ****
",2009 Toyota Crown Hybrid,USED,-,-,Other,-,-,37788,Silver / -,"Moorabbin, VIC",-,,,,29950
165,Mazda,2019.0,CX-5,SUV,2019 Mazda CX-5 GT (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.2 L / 100 km,96265,Red / -,"Elizabeth, SA",4 cyl,SUV, 4 Doors, 5 Seats,30987
166,Volkswagen,2023.0,Golf,NEW In stock,2023 Volkswagen Golf 110TSI R-Line,NEW,Automatic,-,Front,Premium,-,15,White / Black,"Blacktown, NSW",-,Hatchback,,,47887
167,Toyota,2023.0,Camry,"02 **** ****
",2023 Toyota Camry Hybrid,USED,-,-,Other,-,-,275,White / -,"Chatswood, NSW",-,,,,48788
168,Volkswagen,2008.0,Transporter,Prime Wheels.,2008 Volkswagen Transporter (LWB),USED,Manual,-,Front,Diesel,-,265515,White / Black,"Pakenham, VIC",-,Ute / Tray,,,10990
169,Isuzu,2018.0,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,44025,White / -,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,39980
170,MG,2021.0,ZS,SUV,2021 MG ZS EV Essence,USED,Automatic,0 L,Front,Electric,0 L / 100 km,58197,Red / -,"Essendon Fields, VIC",0 L,SUV, 4 Doors, 5 Seats,35580
171,Kia,2018.0,Carnival,Wagon,2018 Kia Carnival SLI,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,76027,White / Two Tone Leather,"Elderslie, NSW",6 cyl,Wagon, 4 Doors, 8 Seats,41999
172,Mazda,2013.0,CX-5,SUV,2013 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,108004,White / Cloth,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,19999
173,Kia,2020.0,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54995,Blue / -,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,24888
174,Ford,2011.0,Falcon,Sedan,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,110058,Red / -,"Blacktown, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,18999
175,Nissan,2009.0,Navara,Ute / Tray,2009 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,294536,Blue / Grey,"Traralgon, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
176,Mazda,2007.0,BT-50,Ute / Tray,2007 Mazda BT-50 B3000 Freestyle SDX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.2 L / 100 km,225483,Silver / -,"Beresfield, NSW",4 cyl,Ute / Tray, 2 Doors, 4 Seats,12800
177,Volkswagen,2011.0,Polo,Hatchback,2011 Volkswagen Polo 66 TDI Comfortline,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.7 L / 100 km,144255,Grey / -,"Minto, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7999
178,Toyota,2004.0,Landcruiser,SUV,2004 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,0 L / 100 km,240000,Gold / -,"Clontarf, QLD",8 cyl,SUV, 4 Doors, 8 Seats,28990
179,GWM,2022.0,Haval,SUV,2022 GWM Haval Jolion Ultra,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,8.1 L / 100 km,22487,White / -,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
180,Volkswagen,2022.0,Tiguan,Norris Motor Group Volkswagen,2022 Volkswagen Tiguan 110TSI Life DSG 2WD,USED,Automatic,-,Front,Premium,-,15432,Grey / Cloth,"Kedron, QLD",-,Wagon,,,42850
181,Subaru,2014.0,XV,SUV,2014 Subaru XV 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,130125,Black / -,"Windsor Gardens, SA",4 cyl,SUV, 4 Doors, 5 Seats,14999
182,Renault,2016.0,Clio,Hatchback,2016 Renault Clio Expression,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.2 L / 100 km,110002,Blue / Slate,"Fawkner, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,16490
183,BMW,2022.0,2,Kloster BMW and MINI Garage - used,2022 BMW 2 SERIES 230i Steptronic M Sport,USED,Automatic,-,Rear,Premium,-,4140,Purple / Black Leather,"Newcastle West, NSW",-,Coupe,,,79480
184,Toyota,2019.0,Kluger,SUV,2019 Toyota Kluger GXL Black Edition (awd),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,93958,White / -,"Seymour, VIC",6 cyl,SUV, 4 Doors, 7 Seats,47990
185,Jeep,2023.0,Grand,Gold Coast Chrysler Jeep Dodge NEW Frizelle Sunshine Automotive,2023 Jeep Grand Cherokee Overland 5 Seat (4X4),DEMO,Automatic,"6 cyl, 3.6 L",4WD,-,9.9 L / 100 km,15,Red / Nappa Leather,"Southport, QLD",6 cyl,SUV, 4 Doors, 5 Seats,110685
186,Mazda,2022.0,6,Rockdale Mazda New,2022 Mazda 6 GT SP,DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,6,Grey / Burgundy Leather,"Arncliffe, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,52988
187,Toyota,2009.0,Estima,Don Frost Car Sales,2009 Toyota Estima ACR50,USED,Automatic,-,Other,Unleaded,-,112800,White / -,"Arundel, QLD",-,Wagon,,,17500
188,Hyundai,2015.0,Tucson,SUV,2015 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,99616,White / Grey,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24990
189,Volkswagen,2017.0,Amarok,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Ultimate,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,78726,Grey / -,"Alexandria, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
190,Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger XL 2.2 (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.1 L / 100 km,158001,White / Grey,"Enfield, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
191,Mitsubishi,2004.0,Lancer,Sedan,2004 Mitsubishi Lancer LS,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.8 L / 100 km,70014,Silver / Grey,"Kurri Kurri, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,5999
192,Holden,2011.0,Commodore,Wagon,2011 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.9 L / 100 km,174239,White / -,"Kirrawee, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,13800
193,MG,2022.0,HS,NEW In stock,2022 MG HS Plus EV Essence,NEW,Automatic,-,Other,Other,-,11,Silver / Black,"Bundoora, VIC",-,SUV,,,49690
194,Toyota,2018.0,Kluger,SUV,2018 Toyota Kluger Grande (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,96384,Black / Black,"Berwick, VIC",6 cyl,SUV, 4 Doors, 7 Seats,52090
195,Toyota,2019.0,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,76625,White / -,"Belmore, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,27888
196,Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,79023,White / -,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,29490
197,Bentley,2023.0,Continental,NEW Available to order,2023 Bentley Continental GT Speed,NEW,Automatic,"12 cyl, 6 L",AWD,Premium,14.9 L / 100 km,- / -,3 years / Unlimited km,,12 cyl,Convertible, 2 Doors, 4 Seats,471718
198,Toyota,2003.0,Camry,Sedan,2003 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,360151,Silver / Grey,"Mount Pleasant, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,5990
199,Volkswagen,2019.0,Tiguan,SUV,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,30000,Silver / 2019/12,"Thornbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,47950
200,Toyota,2015.0,Kluger,SUV,2015 Toyota Kluger GXL (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.2 L / 100 km,86329,Grey / Black,"Fyshwick, ACT",6 cyl,SUV, 4 Doors, 7 Seats,31980
201,Mazda,2023.0,CX-9,Liverpool Mazda New Cars,2023 Mazda CX-9 GT SP (fwd),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,5,Grey / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 7 Seats,71712
202,Chevrolet,2022.0,Silverado,Ute / Tray,2022 Chevrolet Silverado 1500 LT Trail Boss,USED,Automatic,"8 cyl, 6.2 L",4WD,Unleaded,13.2 L / 100 km,15562,Red / Black,"Ashmore, QLD",8 cyl,Ute / Tray, 4 Doors, 5 Seats,132990
203,Toyota,2021.0,RAV4,SUV,2021 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,27869,White / -,"Kedron, QLD",4 cyl,SUV, 5 Doors, 5 Seats,42495
204,Toyota,2019.0,Corolla,Hatchback,2019 Toyota Corolla ZR,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,62698,Silver / -,"South Hurstville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,31990
205,Toyota,2004.0,Landcruiser,SUV,2004 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,308080,White / -,"Osborne Park, WA",6 cyl,SUV, 4 Doors, 6 Seats,27990
206,Mazda,2008.0,CX-9,SUV,2008 Mazda CX-9 Luxury,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13 L / 100 km,176879,White / Black,"Carrum Downs, VIC",6 cyl,SUV, 4 Doors, 7 Seats,13999
207,Holden,2015.0,Colorado,Ute / Tray,2015 Holden Colorado LS-X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,176460,White / -,"Saint James, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27990
208,Nissan,2015.0,Navara,Ute / Tray,2015 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.4 L / 100 km,153386,White / -,"Traralgon, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,21990
209,Honda,2015.0,CR-V,Mr Car,2015 Honda CR-V RM Series II VTi-L Wagon 5dr Spts Auto 5sp MY16,USED,Automatic,-,Other,Unleaded,-,111743,Brown / -,"Rouse Hill, NSW",-,Wagon,,,21999
210,Lexus,2017.0,IS300H,Sedan,2017 Lexus IS300H Luxury Hybrid,USED,Automatic,"4 cyl, 2.5 L",Rear,Hybrid,4.9 L / 100 km,40492,White / -,"Croydon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,42999
211,Ford,2019.0,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1 L / 100 km,59501,Silver / Grey,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 7 Seats,56500
212,Mitsubishi,2017.0,Triton,Ute / Tray,2017 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,44785,White / Black,"Helensvale, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
213,Holden,2008.0,Calais,Sedan,2008 Holden Calais V 60TH Anniversary,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,101000,Green / -,"Smithfield, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,24999
214,Kia,2020.0,Carnival,Wagon,2020 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.6 L / 100 km,49743,Grey / Black,"Ravenhall, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,41990
215,Infiniti,2014.0,Q50,Sedan,2014 Infiniti Q50 2.2D S Premium,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.2 L / 100 km,101103,Grey / White,"Pinkenba, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,21990
